gene_id	paired_ABC284_1	paired_oxIs12_2	paired_ABC16_2	paired_oxIs12_1	paired_ABC291_1	paired_ABC291_2	paired_ABC16_1	paired_ABC284_2
WBGene00000001	761.0	557.0	705.0	475.0	1017.0	939.0	624.0	1015.0
WBGene00000002	232.0	221.0	285.0	382.0	183.0	266.0	303.0	100.0
WBGene00000003	263.0	345.0	231.0	208.0	106.0	149.0	288.0	150.0
WBGene00000004	167.0	158.0	160.0	166.0	217.0	183.0	202.0	261.0
WBGene00000005	98.0	181.0	208.0	191.0	158.0	124.0	188.0	147.0
WBGene00000006	155.0	286.0	148.0	207.0	198.0	189.0	158.0	321.0
WBGene00000007	189.0	293.0	311.0	251.0	131.0	104.0	305.0	241.0
WBGene00000008	37.0	53.0	22.0	24.0	18.0	15.0	60.0	38.0
WBGene00000009	14.0	16.0	38.0	22.0	9.0	19.0	38.0	10.0
WBGene00000010	676.0	692.0	703.0	532.0	868.0	740.0	737.0	883.0
WBGene00000012	0.0	0.0	3.0	0.0	0.0	12.0	5.0	4.0
WBGene00000013	2.0	0.0	1.0	4.0	6.0	4.0	8.0	9.0
WBGene00000014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00000015	0.0	11.0	0.0	5.0	0.0	0.0	0.0	3.0
WBGene00000016	40.0	33.0	13.0	1.0	39.0	52.0	8.0	42.0
WBGene00000017	62.0	100.0	18.0	8.0	104.0	88.0	32.0	98.0
WBGene00000018	364.0	683.0	490.0	791.0	324.0	313.0	622.0	639.0
WBGene00000019	279.0	416.0	401.0	397.0	224.0	229.0	431.0	123.0
WBGene00000020	274.0	732.0	328.0	596.0	374.0	381.0	332.0	282.0
WBGene00000021	65.0	78.0	70.0	33.0	37.0	45.0	68.0	34.0
WBGene00000022	1268.0	2370.0	1368.0	2449.0	1816.0	1450.0	2220.0	1100.0
WBGene00000023	264.0	632.0	458.0	472.0	225.0	299.0	539.0	169.0
WBGene00000024	283.23	2324.11	1916.32	1818.49	19.24	71.82	2412.39	557.53
WBGene00000025	0.0	24.85	37.0	55.8	0.0	0.0	76.0	1.0
WBGene00000026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00000027	0.0	89.0	329.22	110.0	0.0	0.0	457.73	0.0
WBGene00000028	0.0	2.0	18.0	0.0	0.0	0.0	3.0	0.0
WBGene00000029	135.24	923.12	861.77	658.23	6.0	60.77	1061.81	186.51
WBGene00000030	111.88	1273.4	1243.13	808.38	7.07	50.33	1540.17	291.61
WBGene00000031	187.0	2243.13	1837.16	1509.64	33.0	178.0	2290.67	609.66
WBGene00000032	55.6	198.68	257.08	242.51	3.0	16.2	214.33	75.98
WBGene00000033	113.0	1281.0	886.0	908.0	14.0	96.0	1096.0	241.0
WBGene00000034	115.0	1643.0	1505.0	1237.0	23.0	103.0	1882.0	475.0
WBGene00000035	96.0	129.0	77.0	92.0	105.0	150.0	130.0	120.0
WBGene00000036	342.0	431.0	342.0	413.0	343.0	300.0	455.0	394.0
WBGene00000037	47.0	54.0	35.0	30.0	44.0	39.0	47.0	63.0
WBGene00000038	6.0	8.0	5.0	6.0	2.0	4.0	8.0	13.0
WBGene00000039	877.0	1796.0	2166.0	3475.0	359.0	848.0	2075.0	919.0
WBGene00000040	4257.0	4181.0	4285.0	4005.0	4981.0	4586.0	3942.0	3998.0
WBGene00000041	14065.0	19572.0	13732.0	19540.0	17812.0	15937.0	14854.0	13688.0
WBGene00000042	13.0	34.0	15.0	28.0	14.0	13.0	36.0	45.0
WBGene00000043	6.0	24.0	4.0	6.0	2.0	3.0	5.0	2.0
WBGene00000044	20.0	17.0	9.0	12.0	16.0	22.0	13.0	24.0
WBGene00000045	0.0	10.0	2.0	4.0	3.0	0.0	4.0	1.0
WBGene00000046	5.0	14.0	6.0	10.0	14.0	8.0	5.0	28.0
WBGene00000047	48.0	54.0	55.0	64.0	45.0	45.0	63.0	48.0
WBGene00000048	16.0	14.0	19.0	16.0	10.0	14.0	25.0	10.0
WBGene00000049	3.0	4.0	7.0	3.0	0.0	3.0	2.0	4.0
WBGene00000050	20.0	30.0	30.0	49.0	18.0	18.0	35.0	21.0
WBGene00000051	25.0	65.0	20.0	51.0	51.0	35.0	28.0	48.0
WBGene00000053	1.0	3.0	3.0	4.0	1.0	5.0	2.0	9.0
WBGene00000054	26.0	39.0	46.0	53.0	35.0	31.0	50.0	60.0
WBGene00000055	48.0	64.0	94.0	127.0	46.0	75.0	76.0	76.0
WBGene00000056	4.0	12.0	7.0	4.0	14.0	11.0	5.0	31.0
WBGene00000057	71.0	79.0	27.0	60.0	67.0	55.0	42.0	31.0
WBGene00000058	9.0	19.0	7.0	12.0	10.0	24.0	15.0	13.0
WBGene00000059	17.0	47.0	14.0	14.0	15.0	20.0	12.0	19.0
WBGene00000060	17.0	12.0	21.0	25.0	11.0	22.0	28.0	33.0
WBGene00000061	0.0	1.0	2.0	1.0	1.0	1.0	16.0	12.0
WBGene00000062	23.0	18.0	16.0	11.0	15.0	24.0	12.0	19.0
WBGene00000063	49528.4	71939.82	45659.44	65284.26	39426.17	46317.07	57433.63	42776.78
WBGene00000064	24045.59	22607.9	21688.95	19673.45	26685.5	26145.7	22134.93	25835.31
WBGene00000065	35539.78	49662.76	36331.62	46919.21	35902.78	35364.15	39769.44	36737.91
WBGene00000066	33107.0	48732.0	31129.0	48112.0	29330.0	31340.0	39808.0	33568.0
WBGene00000067	11974.0	23052.0	18045.0	21882.0	15083.0	14387.0	20888.0	17031.0
WBGene00000068	236.0	422.0	228.0	377.0	235.0	224.0	251.0	295.0
WBGene00000069	28.0	19.0	25.0	30.0	22.0	28.0	34.0	38.0
WBGene00000070	305.0	442.0	314.0	534.0	274.0	315.0	389.0	364.0
WBGene00000071	119.0	197.0	159.0	185.0	214.0	180.0	214.0	187.0
WBGene00000072	193.0	354.0	223.0	394.0	159.0	196.0	299.0	176.0
WBGene00000073	287.0	372.0	225.0	482.0	305.0	335.0	251.0	330.0
WBGene00000074	446.0	466.0	575.0	676.0	456.0	398.0	584.0	504.0
WBGene00000075	155.0	197.0	248.0	182.0	256.0	245.0	200.0	330.0
WBGene00000079	1736.0	2617.0	2217.89	2411.41	1837.0	2017.0	2478.0	2036.2
WBGene00000080	754.0	786.0	826.0	651.0	994.0	1003.0	866.0	1077.0
WBGene00000081	2898.0	4728.0	3670.0	4394.0	3169.0	2869.0	3931.0	3294.0
WBGene00000082	362.0	1140.0	595.0	1978.0	104.0	209.0	754.0	267.0
WBGene00000083	954.0	1561.0	1003.0	1629.0	1177.0	1090.0	1088.0	1219.0
WBGene00000084	119.0	201.0	159.0	165.0	191.0	153.0	202.0	158.0
WBGene00000085	13.0	6.0	4.0	15.0	24.0	12.0	19.0	10.0
WBGene00000086	230.0	303.0	221.0	261.0	266.0	268.0	219.0	299.0
WBGene00000088	296.0	496.0	278.0	681.0	326.0	411.0	334.0	227.0
WBGene00000089	102.0	137.0	92.0	219.0	115.0	119.0	156.0	131.0
WBGene00000090	784.0	819.0	773.0	688.0	1124.0	953.0	796.0	1032.0
WBGene00000092	403.0	286.0	400.0	242.0	438.0	409.0	411.0	569.0
WBGene00000093	225.0	282.0	250.0	310.0	301.0	284.0	286.0	307.0
WBGene00000094	228.0	175.0	201.0	83.0	354.0	344.0	146.0	383.0
WBGene00000095	250.0	316.0	248.0	395.0	279.0	260.0	239.0	330.0
WBGene00000096	24.0	25.0	12.0	19.0	26.0	12.0	16.0	15.0
WBGene00000097	498.0	567.0	417.0	499.0	459.0	474.0	477.0	761.0
WBGene00000098	2080.0	1594.0	1900.0	1479.0	2814.0	2521.0	1813.0	2764.0
WBGene00000099	750.0	738.0	714.0	449.0	1108.0	959.0	696.0	1135.0
WBGene00000100	2958.0	6400.0	3878.0	6102.0	2359.0	2447.0	3931.0	2647.0
WBGene00000101	2549.0	2494.0	2501.0	2008.0	3374.0	2915.0	2399.0	3453.0
WBGene00000102	2181.0	2035.0	2072.0	2902.0	3297.0	3164.0	2038.0	3082.0
WBGene00000103	248.0	324.0	211.0	487.0	538.0	464.0	361.0	418.0
WBGene00000105	1313.0	2186.0	1696.0	2660.0	1076.0	1283.0	1900.0	1539.0
WBGene00000106	923.0	1151.0	985.0	1013.0	984.0	997.0	954.0	1445.0
WBGene00000107	4267.0	4335.0	4355.0	5086.0	5700.0	4916.0	4141.0	4339.0
WBGene00000108	0.0	1.0	0.0	0.0	0.0	1.0	0.0	6.0
WBGene00000109	1693.0	2150.0	2079.0	2279.0	2091.0	1972.0	1909.0	1759.0
WBGene00000110	3542.0	5472.0	2491.0	3452.0	2940.0	3056.0	3206.0	2567.0
WBGene00000111	410.0	254.0	372.0	416.0	396.0	488.0	393.0	347.0
WBGene00000112	1481.0	2442.0	1599.0	1769.0	1853.0	1403.0	1704.0	1896.0
WBGene00000113	831.0	1183.0	822.0	1403.0	719.0	935.0	986.0	903.0
WBGene00000114	17445.0	22879.0	17547.0	22676.0	19920.0	20497.0	19270.0	18510.0
WBGene00000115	2316.0	2479.0	1940.0	2125.0	2867.0	2698.0	2267.0	2732.0
WBGene00000116	185.0	322.0	311.0	339.0	222.0	203.0	309.0	209.0
WBGene00000117	693.0	869.0	833.0	906.0	888.0	827.0	936.0	803.0
WBGene00000118	1275.0	1716.0	2017.0	2388.0	1795.0	1588.0	2019.0	1336.0
WBGene00000120	252.0	313.0	280.0	525.0	211.0	281.0	315.0	295.0
WBGene00000121	2178.0	1869.0	1837.0	1374.0	3251.0	2519.0	1803.0	3504.0
WBGene00000122	2174.0	2392.0	2395.0	2295.0	2662.0	2402.0	2589.0	3175.0
WBGene00000123	3913.0	6005.0	4211.0	4262.0	3847.0	4762.0	4678.0	4403.0
WBGene00000133	524.0	154.0	59.0	45.0	1164.0	560.0	96.0	122.0
WBGene00000134	12.0	15.0	4.0	14.0	15.0	8.0	6.0	15.0
WBGene00000135	33.0	41.0	26.0	26.0	14.0	28.0	36.0	61.0
WBGene00000136	182.0	242.0	134.0	156.0	182.0	128.0	201.0	512.0
WBGene00000137	124.0	127.0	114.0	129.0	157.0	151.0	126.0	206.0
WBGene00000138	676.0	1262.0	607.0	841.0	331.0	330.0	657.0	465.0
WBGene00000139	87.0	76.0	92.0	121.0	85.0	115.0	81.0	75.0
WBGene00000140	1808.0	2248.0	2154.0	1413.0	1694.0	1732.0	2377.0	1761.0
WBGene00000142	1203.0	1201.0	1314.0	924.0	1542.0	1296.0	1409.0	1526.0
WBGene00000143	715.0	689.0	658.0	597.0	1000.0	870.0	626.0	992.0
WBGene00000144	216.0	281.0	229.0	139.0	325.0	259.0	201.0	272.0
WBGene00000145	202.0	171.0	181.0	175.0	288.0	216.0	182.0	356.0
WBGene00000146	1912.0	2086.0	1736.0	2012.0	2269.0	2173.0	1949.0	2742.0
WBGene00000147	330.0	330.0	312.0	283.0	361.0	308.0	301.0	481.0
WBGene00000148	515.0	559.0	613.0	483.0	651.0	564.0	578.0	708.0
WBGene00000149	4730.0	7236.0	5134.0	7218.0	3756.0	4152.0	6063.0	4318.0
WBGene00000150	767.0	1386.0	1243.0	2068.0	756.0	813.0	1519.0	748.0
WBGene00000151	675.0	625.0	632.0	514.0	892.0	852.0	673.0	844.0
WBGene00000155	2184.0	2554.0	2359.0	2105.0	2859.0	2666.0	2450.0	3022.0
WBGene00000156	1071.0	999.0	946.0	731.0	1473.0	1320.0	874.0	1740.0
WBGene00000157	175.0	249.0	222.0	331.0	204.0	194.0	289.0	251.0
WBGene00000158	1429.0	2303.0	2033.0	2328.0	1862.0	1689.0	2105.0	1832.0
WBGene00000159	453.0	457.0	553.0	519.0	633.0	600.0	521.0	639.0
WBGene00000160	2007.0	2564.0	2430.0	2526.0	2249.0	2126.0	2367.0	2200.0
WBGene00000161	754.0	893.0	951.0	1261.0	866.0	822.0	964.0	1036.0
WBGene00000162	853.0	1067.0	958.0	942.0	1113.0	1130.0	959.0	1345.0
WBGene00000163	953.0	1171.0	938.0	1052.0	1384.0	1171.0	1001.0	1539.0
WBGene00000164	145.0	129.0	141.0	192.0	177.0	179.0	158.0	202.0
WBGene00000165	533.0	571.0	628.0	617.0	639.0	658.0	642.0	729.0
WBGene00000166	24.0	42.0	19.0	30.0	31.0	19.0	31.0	19.0
WBGene00000168	1264.0	1038.0	931.0	574.0	1749.0	1438.0	1032.0	1828.0
WBGene00000169	1676.0	652.0	728.0	565.0	1392.0	1737.0	629.0	606.0
WBGene00000170	1649.0	1906.0	1227.0	1749.0	1508.0	1788.0	1836.0	2322.0
WBGene00000171	29.0	12.0	17.0	30.0	20.0	6.0	10.0	21.0
WBGene00000172	319.0	414.0	361.0	284.0	278.0	184.0	432.0	333.0
WBGene00000173	4.0	4.0	4.0	4.0	0.0	4.0	3.0	7.0
WBGene00000174	23.0	12.0	8.0	18.0	24.0	19.0	13.0	18.0
WBGene00000175	3479.0	3819.0	2835.0	2475.0	4299.0	3528.0	2995.0	3182.0
WBGene00000176	774.0	1421.0	760.0	580.0	786.0	635.0	973.0	1001.0
WBGene00000177	71.0	88.0	72.0	98.0	99.0	77.0	98.0	97.0
WBGene00000178	975.0	1393.0	1152.0	1824.0	1080.0	998.0	1279.0	1080.0
WBGene00000179	598.0	867.0	649.0	757.0	864.0	588.0	780.0	678.0
WBGene00000180	206.0	351.0	242.0	308.0	199.0	232.0	324.0	255.0
WBGene00000181	1738.0	2553.0	2246.0	2664.0	2319.0	1992.0	2437.0	2329.0
WBGene00000182	5324.0	7756.0	7496.0	7799.0	5770.0	5231.0	7582.0	6623.0
WBGene00000183	5002.0	7148.0	6851.0	8540.0	5781.0	5854.0	7085.0	6263.0
WBGene00000184	306.0	291.0	270.0	319.0	400.0	384.0	346.0	440.0
WBGene00000185	0.0	0.0	0.0	3.0	0.0	2.0	1.0	2.0
WBGene00000186	714.0	721.0	587.0	659.0	788.0	773.0	719.0	975.0
WBGene00000187	523.0	600.0	789.0	743.0	673.0	672.0	705.0	798.0
WBGene00000188	66.0	28.0	20.0	36.0	72.0	57.0	36.0	79.0
WBGene00000189	201.0	153.0	128.0	166.0	188.0	182.0	149.0	240.0
WBGene00000190	39.0	105.0	79.0	100.0	90.0	65.0	121.0	77.0
WBGene00000191	13.0	35.0	23.0	14.0	26.0	31.0	21.0	26.0
WBGene00000192	1345.0	1362.0	1340.0	1197.0	1828.0	1699.0	1390.0	1865.0
WBGene00000193	0.0	2.0	6.0	6.0	2.0	0.0	4.0	8.0
WBGene00000195	244.0	211.0	189.0	291.0	265.0	284.0	217.0	309.0
WBGene00000196	415.0	501.0	493.0	429.0	499.0	515.0	548.0	581.0
WBGene00000197	4904.0	6171.0	5668.0	5762.0	5947.0	5531.0	5506.0	5667.0
WBGene00000198	3302.0	4579.0	4029.0	4839.0	4040.0	3597.0	4147.0	3466.0
WBGene00000199	1412.0	1659.0	1735.0	2120.0	1700.0	1607.0	1868.0	1764.0
WBGene00000200	1579.0	1743.0	1880.0	2016.0	2018.0	1919.0	2017.0	1883.0
WBGene00000201	1246.0	1504.0	1402.0	1500.0	1488.0	1404.0	1441.0	1426.0
WBGene00000202	380.0	420.0	488.0	384.0	654.0	567.0	456.0	759.0
WBGene00000203	615.0	645.0	601.0	710.0	905.0	783.0	760.0	860.0
WBGene00000204	833.0	954.0	820.0	909.0	933.0	873.0	858.0	953.0
WBGene00000205	551.0	459.0	507.0	485.0	574.0	598.0	546.0	613.0
WBGene00000206	3496.0	3896.0	4010.0	3193.0	4317.0	3795.0	4063.0	3721.0
WBGene00000207	4984.0	7941.0	5641.0	8466.0	5743.0	5877.0	6880.0	6382.0
WBGene00000208	646.0	792.0	671.0	638.0	703.0	756.0	767.0	746.0
WBGene00000209	1874.0	2206.0	2301.0	2084.0	2476.0	2302.0	2490.0	2969.0
WBGene00000210	1619.0	2124.0	1796.0	2888.0	1935.0	1826.0	2245.0	2286.0
WBGene00000211	116.0	119.0	94.0	147.0	84.0	82.0	158.0	118.0
WBGene00000212	513.0	275.0	270.0	371.0	561.0	700.0	254.0	303.0
WBGene00000213	223.0	11.0	76.0	32.0	219.0	253.0	54.0	102.0
WBGene00000214	43101.0	81426.0	49480.0	88272.0	48678.0	74062.0	53596.0	44245.0
WBGene00000215	8429.0	20818.0	11477.0	22756.0	11307.0	12944.0	11978.0	8684.0
WBGene00000216	17212.0	40371.0	18426.0	47842.0	22377.0	36547.0	19490.0	16966.0
WBGene00000217	4377.0	5820.0	4828.0	8359.0	4273.0	5012.0	5517.0	5349.0
WBGene00000218	7118.0	14908.0	6704.0	15956.0	12656.0	16351.0	7071.0	7535.0
WBGene00000219	14102.0	31586.0	12594.0	33937.0	26849.0	36218.0	14230.0	15031.0
WBGene00000220	56.0	47.0	121.0	108.0	45.0	62.0	105.0	116.0
WBGene00000221	791.37	904.06	759.18	1320.44	912.16	1001.01	885.66	1061.35
WBGene00000222	228.0	217.0	249.0	342.0	266.0	337.0	210.0	313.0
WBGene00000223	2240.0	2961.0	2502.0	2774.0	3156.0	2927.0	2533.0	2821.0
WBGene00000224	843.0	1274.0	920.0	1622.0	651.0	890.0	1174.0	776.0
WBGene00000225	434.0	703.0	563.0	646.0	549.0	483.0	739.0	581.0
WBGene00000226	1061.0	1293.0	1337.0	1158.0	1375.0	1255.0	1263.0	1415.0
WBGene00000227	674.0	945.0	726.0	744.0	791.0	874.0	795.0	877.0
WBGene00000228	3315.0	5411.0	3783.0	5493.0	3261.0	3503.0	4569.0	3795.0
WBGene00000229	36218.0	53827.0	43962.0	50054.0	42815.0	38295.0	47122.0	45234.0
WBGene00000230	6878.0	9202.0	7715.0	9626.0	8695.0	8058.0	8618.0	8747.0
WBGene00000231	4324.0	6013.0	4818.0	5299.0	4609.0	5115.0	5329.0	4863.0
WBGene00000232	83.0	120.0	69.0	112.0	74.0	69.0	89.0	113.0
WBGene00000233	228.0	261.0	137.0	171.0	275.0	166.0	203.0	266.0
WBGene00000235	1329.0	1770.0	1501.0	1502.0	1557.0	1410.0	1725.0	1720.0
WBGene00000236	527.0	475.0	492.0	474.0	666.0	521.0	510.0	692.0
WBGene00000237	360.0	800.0	450.0	680.0	496.0	433.0	516.0	616.0
WBGene00000238	309.0	499.0	350.0	570.0	261.0	295.0	347.0	301.0
WBGene00000239	285.0	494.0	548.0	648.0	440.0	386.0	438.0	405.0
WBGene00000240	1176.0	1631.0	1264.0	1556.0	1071.0	1193.0	1436.0	967.0
WBGene00000241	2.0	8.0	6.0	23.0	3.0	0.0	7.0	7.0
WBGene00000242	0.0	7.0	3.0	4.0	5.0	2.0	7.0	6.0
WBGene00000244	24.0	26.0	15.0	9.0	16.0	11.0	19.0	14.0
WBGene00000245	439.0	571.0	407.0	432.0	378.0	399.0	532.0	279.0
WBGene00000246	111.0	83.0	53.0	90.0	111.0	146.0	78.0	82.0
WBGene00000247	369.0	432.0	372.0	502.0	432.0	419.0	428.0	508.0
WBGene00000248	1067.0	1368.0	971.0	1254.0	1171.0	1054.0	1169.0	1022.0
WBGene00000249	535.0	495.0	435.0	398.0	673.0	535.0	466.0	707.0
WBGene00000250	431.0	311.0	270.0	125.0	614.0	494.0	262.0	577.0
WBGene00000251	1871.0	2250.0	4634.0	852.0	476.0	1107.0	3965.0	2008.0
WBGene00000252	1415.0	1583.0	3748.0	2915.0	514.0	1527.0	3128.0	1408.0
WBGene00000253	673.0	1081.0	753.0	1354.0	651.99	657.0	1081.0	566.0
WBGene00000254	4356.0	6095.0	4478.0	4353.0	4160.0	3887.0	4160.0	4652.0
WBGene00000255	52.0	68.0	81.0	137.0	19.0	19.0	90.0	3.0
WBGene00000256	8621.0	19170.0	15444.0	35302.0	3622.0	7230.0	16035.0	6312.0
WBGene00000257	1669.0	2266.0	1781.0	1626.0	1949.0	1915.0	1807.0	2018.0
WBGene00000259	591.0	596.0	515.0	542.0	714.0	609.0	525.0	666.0
WBGene00000262	68.0	44.0	31.0	69.0	85.0	61.0	44.0	100.0
WBGene00000263	3248.0	4860.0	3747.0	5349.0	4311.0	3699.0	4428.0	4492.0
WBGene00000264	475.0	449.0	460.0	294.0	582.0	537.0	396.0	607.0
WBGene00000265	450.0	485.0	456.0	349.0	612.0	553.0	375.0	579.0
WBGene00000266	726.0	1175.0	1170.0	1404.0	790.0	1002.0	1356.0	624.0
WBGene00000267	59.0	62.0	64.0	78.0	46.0	44.0	82.0	81.0
WBGene00000268	1752.0	2503.0	1816.0	1904.0	1932.0	1826.0	1879.0	1735.0
WBGene00000269	342.0	456.0	352.0	410.0	399.0	332.0	405.0	327.0
WBGene00000270	244.0	216.0	242.0	190.0	317.0	266.0	227.0	306.0
WBGene00000271	770.0	925.0	982.0	680.0	1200.0	1012.0	893.0	1240.0
WBGene00000272	21.0	6.0	25.0	9.0	4.0	7.0	28.0	22.0
WBGene00000273	6589.0	10964.0	4548.0	8834.0	6499.0	8414.0	6278.0	5290.0
WBGene00000274	1014.0	1240.0	1112.0	916.0	1234.0	1185.0	1097.0	1298.0
WBGene00000275	2229.0	2578.0	2296.0	1840.0	2788.0	2551.0	2431.0	2971.0
WBGene00000276	1769.0	2391.0	2226.0	1959.0	1620.0	1916.0	2314.0	2236.0
WBGene00000277	1442.0	2179.0	1134.0	2462.0	2086.0	2228.0	1501.0	2309.0
WBGene00000279	31.0	39.0	25.0	36.0	23.0	52.0	20.0	21.0
WBGene00000280	16.0	26.0	11.0	33.0	17.0	17.0	29.0	25.0
WBGene00000281	675.0	1183.0	1037.0	863.0	656.0	694.0	1114.0	916.0
WBGene00000282	1892.0	3306.0	1994.0	2941.0	1791.0	1593.0	2036.0	1688.0
WBGene00000283	393.0	494.0	467.0	363.0	472.0	519.0	476.0	542.0
WBGene00000284	56.0	123.0	54.0	100.0	63.0	74.0	100.0	77.0
WBGene00000285	101.0	110.0	67.0	127.0	166.0	129.0	129.0	185.0
WBGene00000286	93.0	109.0	88.0	149.0	120.0	116.0	118.0	151.0
WBGene00000287	14.0	10.0	5.0	10.0	21.0	18.0	13.0	46.0
WBGene00000288	113.0	117.0	62.0	118.0	63.0	100.0	100.0	149.0
WBGene00000289	808.0	776.0	843.0	746.0	1077.0	936.0	759.0	1475.0
WBGene00000292	1474.0	1884.0	1647.0	1894.0	1777.0	1884.0	1822.0	1816.0
WBGene00000293	1979.0	2479.0	2121.0	2639.0	2227.0	2313.0	2560.0	2596.0
WBGene00000294	1950.0	2665.0	1855.0	2509.0	2274.0	2108.0	2229.0	2304.0
WBGene00000295	22.0	22.0	38.0	37.0	23.0	16.0	27.0	40.0
WBGene00000296	10.0	21.0	9.0	24.0	9.0	10.0	9.0	10.0
WBGene00000298	775.0	872.0	586.0	811.0	1642.0	1228.0	656.0	372.0
WBGene00000301	76.0	6.0	52.0	7.0	185.0	171.0	63.0	1057.0
WBGene00000302	63.0	85.0	55.0	80.0	59.0	86.0	49.0	65.0
WBGene00000308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00000310	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00000311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00000366	2588.0	3658.0	2705.0	3039.0	2902.0	3148.0	2856.0	3889.0
WBGene00000367	147.0	219.0	186.0	225.0	166.0	163.0	224.0	243.0
WBGene00000368	160.0	336.0	240.0	341.0	187.0	153.0	285.0	266.0
WBGene00000369	1370.0	1668.0	1661.0	1476.0	1952.0	1701.0	1532.0	1991.0
WBGene00000370	2139.0	1916.0	1157.0	2247.0	2764.0	2866.0	1855.0	2461.0
WBGene00000371	4619.0	6405.0	5244.0	6745.0	5408.0	5371.0	6145.0	5798.0
WBGene00000372	3.0	4.0	11.0	4.0	18.0	25.0	20.0	7.0
WBGene00000373	207.0	234.0	283.0	333.0	27.0	53.0	301.0	113.0
WBGene00000374	214.0	290.0	171.0	304.0	200.0	204.0	200.0	332.0
WBGene00000375	333.0	334.0	310.0	295.0	522.0	496.0	345.0	545.0
WBGene00000376	3191.0	3885.0	3588.0	4634.0	4115.0	3735.0	3597.0	4915.0
WBGene00000377	6060.0	7118.0	6349.0	6818.0	6698.0	6548.0	6731.0	7761.0
WBGene00000378	5975.0	6671.0	6759.0	6450.0	6732.0	6623.0	6981.0	7014.0
WBGene00000379	6325.0	7213.0	7069.0	7330.0	6871.0	7140.0	7399.0	7207.0
WBGene00000380	9313.0	11148.0	10826.0	10759.0	9566.0	10224.0	11780.0	9876.0
WBGene00000381	4767.0	5370.0	5379.0	5490.0	5758.0	5531.0	5761.0	6003.0
WBGene00000382	991.0	894.0	999.0	721.0	1304.0	1142.0	978.0	1281.0
WBGene00000383	1703.0	1662.0	1367.0	1362.0	2090.0	2004.0	1458.0	2189.0
WBGene00000386	2001.0	1647.0	1719.0	1100.0	2773.0	2120.0	1515.0	2590.0
WBGene00000387	328.0	131.0	199.0	110.0	483.0	357.0	187.0	850.0
WBGene00000388	144.0	20.0	77.0	11.0	374.0	230.0	96.0	413.0
WBGene00000389	84.0	94.0	118.0	86.0	73.0	88.0	90.0	40.0
WBGene00000390	2677.0	3184.0	3020.0	3399.0	2933.0	2792.0	3110.0	3004.0
WBGene00000391	125.0	105.0	138.0	148.0	126.0	145.0	143.0	156.0
WBGene00000392	348.0	444.0	342.0	555.0	413.0	403.0	440.0	430.0
WBGene00000393	360.0	500.0	431.0	554.0	475.0	449.0	440.0	638.0
WBGene00000395	87.0	122.0	111.0	217.0	78.0	99.0	117.0	126.0
WBGene00000396	381.0	406.0	376.0	418.0	427.0	426.0	415.0	822.0
WBGene00000397	40.0	133.0	207.0	239.0	37.0	40.0	193.0	86.0
WBGene00000399	148.0	8.0	93.0	9.0	89.0	63.0	80.0	349.0
WBGene00000401	52.0	119.0	116.0	204.0	61.0	77.0	150.0	58.0
WBGene00000402	170.0	56.0	170.0	31.0	115.0	93.0	212.0	511.0
WBGene00000403	948.0	1200.0	800.0	1419.0	1076.0	1074.0	958.0	1620.0
WBGene00000405	1784.0	1559.0	1737.0	1231.0	2433.0	2373.0	1422.0	2537.0
WBGene00000406	57.0	60.0	48.0	70.0	122.0	65.0	65.0	115.0
WBGene00000407	583.0	557.0	491.0	392.0	774.0	713.0	474.0	678.0
WBGene00000408	614.0	580.0	646.0	517.0	787.0	799.0	567.0	783.0
WBGene00000409	484.0	429.0	428.0	357.0	698.0	605.0	374.0	715.0
WBGene00000410	671.0	869.0	882.0	825.0	745.0	757.0	861.0	821.0
WBGene00000411	2306.0	1668.0	1957.0	1354.0	3038.0	2831.0	1810.0	3406.0
WBGene00000412	11.0	26.0	41.0	36.0	11.0	16.0	15.0	16.0
WBGene00000413	565.0	497.0	547.0	390.0	773.0	619.0	482.0	833.0
WBGene00000414	502.0	568.0	561.0	793.0	596.0	594.0	612.0	688.0
WBGene00000415	1504.0	1350.0	1273.0	1660.0	1700.0	1726.0	1707.0	1658.0
WBGene00000416	744.0	635.0	679.0	515.0	959.0	956.0	628.0	1036.0
WBGene00000417	1650.0	1241.0	1472.0	820.0	2261.0	1927.0	1228.0	2287.0
WBGene00000418	389.0	504.0	472.0	390.0	445.0	495.0	428.0	535.0
WBGene00000419	1252.0	1184.0	1388.0	1006.0	1600.0	1638.0	1238.0	1662.0
WBGene00000420	733.0	609.0	590.0	653.0	939.0	753.0	622.0	904.0
WBGene00000421	2461.0	3374.0	2913.0	3933.0	2551.0	2945.0	3067.0	2699.0
WBGene00000422	10.0	10.0	7.0	8.0	40.0	11.0	17.0	52.0
WBGene00000423	548.0	450.0	502.0	341.0	733.0	661.0	496.0	1022.0
WBGene00000424	771.0	837.0	924.0	1062.0	1012.0	859.0	1040.0	1060.0
WBGene00000425	74.0	134.0	125.0	147.0	71.0	102.0	108.0	159.0
WBGene00000426	656.0	722.0	693.0	569.0	829.0	772.0	582.0	923.0
